"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4907","Повторное использование поиска на странице поиска","chromium","Wed Dec 11 00:41:18 GMT 2024","passed","Wed Dec 11 00:41:23 GMT 2024","Повторный поиск","search.spec.js","",""
"","5442","Повторное использование поиска через шапку сайта","chromium","Wed Dec 11 00:41:12 GMT 2024","failed","Wed Dec 11 00:41:17 GMT 2024","Повторный поиск","search.spec.js","",""
