"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5198","Повторное использование поиска на странице поиска","chromium","Thu Dec 05 00:41:03 GMT 2024","passed","Thu Dec 05 00:41:09 GMT 2024","Повторный поиск","search.spec.js","",""
"","5444","Повторное использование поиска через шапку сайта","chromium","Thu Dec 05 00:40:57 GMT 2024","failed","Thu Dec 05 00:41:02 GMT 2024","Повторный поиск","search.spec.js","",""
