"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6124","Повторное использование поиска через шапку сайта","chromium","Sun Dec 08 00:45:37 GMT 2024","failed","Sun Dec 08 00:45:43 GMT 2024","Повторный поиск","search.spec.js","",""
"","5908","Повторное использование поиска на странице поиска","chromium","Sun Dec 08 00:45:45 GMT 2024","passed","Sun Dec 08 00:45:51 GMT 2024","Повторный поиск","search.spec.js","",""
