"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5978","Повторное использование поиска на странице поиска","chromium","Sat Dec 07 00:41:00 GMT 2024","passed","Sat Dec 07 00:41:06 GMT 2024","Повторный поиск","search.spec.js","",""
"","7259","Повторное использование поиска через шапку сайта","chromium","Sat Dec 07 00:40:51 GMT 2024","failed","Sat Dec 07 00:40:58 GMT 2024","Повторный поиск","search.spec.js","",""
