"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5525","Повторное использование поиска через шапку сайта","chromium","Wed Nov 27 00:40:00 GMT 2024","failed","Wed Nov 27 00:40:05 GMT 2024","Повторный поиск","search.spec.js","",""
"","5479","Повторное использование поиска на странице поиска","chromium","Wed Nov 27 00:40:07 GMT 2024","passed","Wed Nov 27 00:40:12 GMT 2024","Повторный поиск","search.spec.js","",""
